Deck URL,Deck Title,Card Quantity,Card Code,id,pack_id,name,rarity,category,img_url,img_full_url,colors,cost,attributes,power,counter,types,effect,trigger
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,OP10-111,OP10-111,569110,Monkey.D.Luffy,Rare,Character,../images/cardlist/card/OP10-111.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-111.png?250530,Yellow,1.0,Strike,2000.0,1000.0,"Supernovas, Straw Hat Crew","[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card other than [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,OP11-101,OP11-101,569111,"Capone""Gang""Bege",SuperRare,Character,../images/cardlist/card/OP11-101.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-101.png?250530,Yellow,2.0,Ranged,1000.0,1000.0,"Supernovas, Firetank Pirates","[Blocker]<br>[Once Per Turn] If your {Supernovas} type Character other than [Capone""Gang""Bege] would be removed from the field by your opponent's effect, you may add it to the top of your Life cards face-down instead.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,OP01-039,OP01-039,569101,Killer,Uncommon,Character,../images/cardlist/card/OP01-039.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-039.png?250530,Green,2.0,Slash,2000.0,1000.0,"Supernovas, Kid Pirates","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[DON!! x1] [On Block] If you have 3 or more Characters, draw 1 card.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,OP10-114,OP10-114,569110,X.Drake,Uncommon,Character,../images/cardlist/card/OP10-114.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-114.png?250530,Yellow,3.0,Slash,3000.0,2000.0,"Supernovas, Navy, Drake Pirates","[Activate: Main] You may rest this Character: If the number of your Life cards is equal to or less than the number of your opponent's Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,2,OP10-032,OP10-032,569110,Tashigi,SuperRare,Character,../images/cardlist/card/OP10-032.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-032.png?250530,Green,3.0,Special,4000.0,2000.0,"Punk Hazard, Navy","If you have a green Character other than [Tashigi] that would be removed from the field by your opponent's effect, you may rest this Character instead.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,OP10-107,OP10-107,569110,Jewelry Bonney,Uncommon,Character,../images/cardlist/card/OP10-107.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-107.png?250530,Yellow,3.0,Special,4000.0,1000.0,"Supernovas, Bonney Pirates",[Blocker]<br>[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 {Supernovas} type Character card with a cost of 5 from your hand to the top of your Life cards face-up.,
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,EB01-012,EB01-012,569201,Cavendish,SuperRare,Character,../images/cardlist/card/EB01-012.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-012.png?250530,Green,5.0,Slash,6000.0,1000.0,"Supernovas, Beautiful Pirates","[On Play]/[When Attacking] If your Leader has the {Supernovas} type and you have no other [Cavendish] Characters, set up to 2 of your DON!! cards as active.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,OP01-047,OP01-047,569101,Trafalgar Law,SuperRare,Character,../images/cardlist/card/OP01-047.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047.png?250530,Green,5.0,Slash,6000.0,,"Supernovas, Heart Pirates","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] You may return 1 Character to your hand: Play up to 1 Character card with a cost of 3 or less from your hand.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,OP07-026,OP07-026,569107,Jewelry Bonney,SuperRare,Character,../images/cardlist/card/OP07-026.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP07-026.png?250530,Green,5.0,Special,6000.0,1000.0,"Supernovas, Bonney Pirates",[On Play] Up to 1 of your opponent's rested Character or DON!! cards will not become active in your opponent's next Refresh Phase.,
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,2,OP06-035,OP06-035,569106,Hody Jones,SuperRare,Character,../images/cardlist/card/OP06-035.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-035.png?250530,Green,7.0,Strike,8000.0,,"Fish-Man, New Fish-Man Pirates","[Rush] (This card can attack on the turn in which it is played.)<br>[On Play] Rest up to a total of 2 of your opponent's Characters or DON!! cards. Then, add 1 card from the top of your Life cards to your hand.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,4,OP10-119,OP10-119,569110,Trafalgar Law,SecretRare,Character,../images/cardlist/card/OP10-119.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-119.png?250530,Yellow,7.0,Slash,9000.0,,"Dressrosa, Supernovas, Heart Pirates","[On Play] Reveal up to 1 {Supernovas} type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your {Supernovas} type Leader.",
https://gumgum.gg/decklists/deck/west/op11/876e78c4-e3f1-4fd6-9483-0b0a02bd8a5c,OP11  GY Trafalgar Law Decklist,2,OP01-051,OP01-051,569101,"Eustass""Captain""Kid",SuperRare,Character,../images/cardlist/card/OP01-051.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051.png?250530,Green,8.0,Special,8000.0,,"Supernovas, Kid Pirates","[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].<br>[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand.",
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,1,OP06-022,OP06-022,569106,Yamato,Leader,Leader,../images/cardlist/card/OP06-022.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-022.png?250530,"Green, Yellow",4.0,Strike,5000.0,,Land of Wano,"[Double Attack] (This card deals 2 damage.)<br>[Activate: Main] [Once Per Turn] If your opponent has 3 or less Life cards, give up to 2 rested DON!! cards to 1 of your Characters.",
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,3,ST28-005,ST28-005,569028,Yamato,SuperRare,Character,../images/cardlist/card/ST28-005.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST28-005.png?250530,Yellow,1.0,Strike,,1000.0,Land of Wano,"[DON!! x2] [Your Turn] This Character gains +3000 power.<br>[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,ST28-002,ST28-002,569028,Izo,Common,Character,../images/cardlist/card/ST28-002.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST28-002.png?250530,Yellow,2.0,Ranged,1000.0,1000.0,"Land of Wano, Former Whitebeard Pirates",[DON!! x2] This Character gains [Blocker].<br>[On Play] Your {Land of Wano} type Leader gains [Banish] during this turn.,
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,OP04-109,OP04-109,569104,Tonoyasu,Common,Character,../images/cardlist/card/OP04-109.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-109.png?250530,Yellow,2.0,Wisdom,2000.0,1000.0,Land of Wano,[Activate: Main] You may trash this Character: Up to 1 of your {Land of Wano} type Leader or Character cards gains +3000 power during this turn.,
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,OP06-101,OP06-101,569106,O-Nami,Rare,Character,../images/cardlist/card/OP06-101.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-101.png?250530,Yellow,2.0,Special,3000.0,1000.0,Straw Hat Crew,"[On Play] Up to 1 of your Leader or Character cards gains [Banish] during this turn.<br>(When this card deals damage, the target card is trashed without activating its Trigger.)",[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 5 or less.
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,3,OP01-033,OP01-033,569101,Izo,Uncommon,Character,../images/cardlist/card/OP01-033.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-033.png?250530,Green,3.0,Ranged,3000.0,2000.0,"Land of Wano, Former Whitebeard Pirates",[On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,OP03-108,OP03-108,569103,Charlotte Cracker,SuperRare,Character,../images/cardlist/card/OP03-108.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-108.png?250530,Yellow,4.0,Slash,5000.0,1000.0,Big Mom Pirates,"[DON!! x1] If you have less Life cards than your opponent, this Character gains [Double Attack] and +1000 power.<br>(This card deals 2 damage.)",[Trigger] You may trash 1 card from your hand: Play this card.
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,OP04-104,OP04-104,569104,Sanji,SuperRare,Character,../images/cardlist/card/OP04-104.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-104.png?250530,Yellow,4.0,Strike,5000.0,1000.0,The Vinsmoke Family,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] You may trash 1 card from your hand: Play this card.
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,1,OP06-100,OP06-100,569106,Inuarashi,Uncommon,Character,../images/cardlist/card/OP06-100.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-100.png?250530,Yellow,4.0,Slash,5000.0,1000.0,"Minks, Land of Wano, The Akazaya Nine",[DON!! x2] [When Attacking] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,"[Trigger] If your opponent has 3 or less Life cards, play this card."
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,OP06-110,OP06-110,569106,Nekomamushi,Uncommon,Character,../images/cardlist/card/OP06-110.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-110.png?250530,Yellow,4.0,Slash,5000.0,1000.0,"Minks, Land of Wano, The Akazaya Nine",[DON!! x2] This Character can also attack your opponent's active Characters.,"[Trigger] If your opponent has 3 or less Life cards, play this card."
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,ST28-003,ST28-003,569028,Kin'emon,Common,Character,../images/cardlist/card/ST28-003.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST28-003.png?250530,Yellow,4.0,Slash,5000.0,2000.0,"Land of Wano, The Akazaya Nine",-,"[Trigger] If your Leader has the {Land of Wano} type and your opponent has 3 or less Life cards, play this card."
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,OP06-104,OP06-104,569106,Kikunojo,Rare,Character,../images/cardlist/card/OP06-104.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-104.png?250530,Yellow,4.0,Slash,6000.0,,"Land of Wano, The Akazaya Nine","[On K.O.] If your opponent has 3 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.","[Trigger] If your opponent has 3 or less Life cards, play this card."
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,3,ST28-004,ST28-004,569028,Kouzuki Momonosuke,SuperRare,Character,../images/cardlist/card/ST28-004.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST28-004.png?250530,Yellow,6.0,Slash,7000.0,,"Land of Wano, Kouzuki Clan","[Your Turn] If you have 2 or less Life cards, your Leader gains +1000 power.<br>[Activate: Main] [Once Per Turn] You may return 2 total of your currently given DON!! cards to your cost area rested: This Character gains [Rush] and +1000 power during this turn.<br>(This card can attack on the turn in which it is played.)",
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,4,OP06-035,OP06-035,569106,Hody Jones,SuperRare,Character,../images/cardlist/card/OP06-035.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-035.png?250530,Green,7.0,Strike,8000.0,,"Fish-Man, New Fish-Man Pirates","[Rush] (This card can attack on the turn in which it is played.)<br>[On Play] Rest up to a total of 2 of your opponent's Characters or DON!! cards. Then, add 1 card from the top of your Life cards to your hand.",
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,2,OP07-116,OP07-116,569107,Blaze Slice,Rare,Event,../images/cardlist/card/OP07-116.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP07-116.png?250530,Yellow,1.0,,,,"Land of Wano, The Akazaya Nine","[Main]/[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this turn. Then, if your opponent has 2 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.",[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.
https://gumgum.gg/decklists/deck/west/op11/01d8fd10-9121-a1eb-2580-6017757eb250,OP11  GY Yamato Decklist,2,OP10-041,OP10-041,569110,Radio Knife,Rare,Event,../images/cardlist/card/OP10-041.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-041.png?250530,Green,4.0,,,,"Dressrosa, Supernovas, Heart Pirates","[Main] Rest up to 1 of your opponent's Characters with a cost of 6 or less. Then, K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.",[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,1,OP07-019,OP07-019,569107,Jewelry Bonney,Leader,Leader,../images/cardlist/card/OP07-019.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP07-019.png?250530,Green,5.0,Special,5000.0,,"Supernovas, Bonney Pirates",[On Your Opponent's Attack] [Once Per Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's Leader or Character cards.,
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,3,EB01-015,EB01-015,569201,Scratchmen Apoo,Rare,Character,../images/cardlist/card/EB01-015.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-015.png?250530,Green,1.0,Special,1000.0,2000.0,"Supernovas, On-Air Pirates",[On Play] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,4,OP05-030,OP05-030,569105,Donquixote Rosinante,Rare,Character,../images/cardlist/card/OP05-030.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-030.png?250530,Green,2.0,Special,1000.0,1000.0,"Navy, Donquixote Pirates","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[Opponent's Turn] If your rested Character would be K.O.'d, you may trash this Character instead.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,2,ST24-001,ST24-001,569024,"Capone""Gang""Bege",Common,Character,../images/cardlist/card/ST24-001.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST24-001.png?250530,Green,2.0,Ranged,1000.0,1000.0,"Supernovas, Firetank Pirates","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] If you have 6 or more rested cards, draw 1 card and trash 1 card from your hand.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,4,ST24-002,ST24-002,569024,Kid &amp; Killer,SuperRare,Character,../images/cardlist/card/ST24-002.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST24-002.png?250530,Green,2.0,"Slash, Special",2000.0,1000.0,"Supernovas, Kid Pirates","[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.<br>[On Your Opponent's Attack] You may trash this Character: Set up to 1 of your DON!! cards as active.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,4,OP10-032,OP10-032,569110,Tashigi,SuperRare,Character,../images/cardlist/card/OP10-032.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-032.png?250530,Green,3.0,Special,4000.0,2000.0,"Punk Hazard, Navy","If you have a green Character other than [Tashigi] that would be removed from the field by your opponent's effect, you may rest this Character instead.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,4,OP07-021,OP07-021,569107,Urouge,Rare,Character,../images/cardlist/card/OP07-021.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP07-021.png?250530,Green,4.0,Strike,5000.0,1000.0,"Supernovas, Fallen Monk Pirates","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[End of Your Turn] Set up to 1 of your DON!! cards as active.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,4,ST24-005,ST24-005,569024,X.Drake,Common,Character,../images/cardlist/card/ST24-005.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST24-005.png?250530,Green,5.0,Slash,5000.0,2000.0,"Supernovas, Navy, Drake Pirates","[On Play] If your Leader has the {Supernovas} type, rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,4,EB01-012,EB01-012,569201,Cavendish,SuperRare,Character,../images/cardlist/card/EB01-012.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-012.png?250530,Green,5.0,Slash,6000.0,1000.0,"Supernovas, Beautiful Pirates","[On Play]/[When Attacking] If your Leader has the {Supernovas} type and you have no other [Cavendish] Characters, set up to 2 of your DON!! cards as active.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,4,OP08-023,OP08-023,569108,Carrot,SuperRare,Character,../images/cardlist/card/OP08-023.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP08-023.png?250530,Green,5.0,Special,6000.0,1000.0,Minks,[On Play]/[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.,
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,3,OP11-031,OP11-031,569111,Jinbe,SuperRare,Character,../images/cardlist/card/OP11-031.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-031.png?250530,Green,6.0,Strike,8000.0,,"Fish-Man, Fish-Man Island, The Sun Pirates","[On Play] If your Leader has the {Fish-Man} or {Merfolk} type, rest up to 1 of your opponent's Characters with a cost of 5 or less.<br>[Activate: Main] [Once Per Turn] Up to 1 of your {Fish-Man} or {Merfolk} type Characters can attack Characters on the turn in which it is played.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,4,OP06-035,OP06-035,569106,Hody Jones,SuperRare,Character,../images/cardlist/card/OP06-035.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-035.png?250530,Green,7.0,Strike,8000.0,,"Fish-Man, New Fish-Man Pirates","[Rush] (This card can attack on the turn in which it is played.)<br>[On Play] Rest up to a total of 2 of your opponent's Characters or DON!! cards. Then, add 1 card from the top of your Life cards to your hand.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,2,OP01-051,OP01-051,569101,"Eustass""Captain""Kid",SuperRare,Character,../images/cardlist/card/OP01-051.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051.png?250530,Green,8.0,Special,8000.0,,"Supernovas, Kid Pirates","[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].<br>[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,3,OP06-118,OP06-118,569106,Roronoa Zoro,SecretRare,Character,../images/cardlist/card/OP06-118.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-118.png?250530,Green,9.0,Slash,9000.0,,Straw Hat Crew,[When Attacking] [Once Per Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Set this Character as active.<br>[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Set this Character as active.,
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,2,ST24-004,ST24-004,569024,Law &amp; Bepo,SuperRare,Character,../images/cardlist/card/ST24-004.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST24-004.png?250530,Green,10.0,"Slash, Strike",11000.0,,"Minks, Supernovas, Heart Pirates","[On Play] Rest up to 1 of your opponent's Characters and that Character will not become active in your opponent's next Refresh Phase. Then, if your opponent has 2 or more rested Characters, your Leader gains +2000 power until the end of your opponent's next End Phase.",
https://gumgum.gg/decklists/deck/west/op11/52243915-c15a-0a90-ab74-079a139f603c,OP11  Jewelry Bonney Decklist,3,OP05-037,OP05-037,569105,Because the Side of Justice Will Be Whichever Side Wins!!,Rare,Event,../images/cardlist/card/OP05-037.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-037.png?250530,Green,,,,,Donquixote Pirates,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.
https://gumgum.gg/decklists/deck/west/op11/a1c1e515-115d-4878-8db5-edc769f2fde6,OP11  UP Monkey D. Luffy Decklist,1,OP11-040,OP11-040,569111,Monkey.D.Luffy,Leader,Leader,../images/cardlist/card/OP11-040.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-040.png?250530,"Blue, Purple",3.0,Strike,6000.0,,Straw Hat Crew,"This effect can be activated at the start of your turn. If you have 8 or more DON!! cards on your field, look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",
https://gumgum.gg/decklists/deck/west/op11/a1c1e515-115d-4878-8db5-edc769f2fde6,OP11  UP Monkey D. Luffy Decklist,3,P-053,P-053,569901,Nami,Promo,Character,../images/cardlist/card/P-053.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/P-053.png?250530,Blue,1.0,Wisdom,1000.0,2000.0,Straw Hat Crew,"[On Play] If you have 3 or less cards in your hand, return up to 1 of your opponent's Characters with a cost of 3 or less to the owner's hand.",
https://gumgum.gg/decklists/deck/west/op11/a1c1e515-115d-4878-8db5-edc769f2fde6,OP11  UP Monkey D. Luffy Decklist,4,ST18-001,ST18-001,569018,Uso-Hachi,Common,Character,../images/cardlist/card/ST18-001.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST18-001.png?250530,Purple,3.0,Ranged,3000.0,2000.0,Straw Hat Crew,"[On Play] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 5 or less.",
https://gumgum.gg/decklists/deck/west/op11/a1c1e515-115d-4878-8db5-edc769f2fde6,OP11  UP Monkey D. Luffy Decklist,2,OP01-073,OP01-073,569101,Donquixote Doflamingo,Rare,Character,../images/cardlist/card/OP01-073.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-073.png?250530,Blue,3.0,Special,4000.0,1000.0,"The Seven Warlords of the Sea, Donquixote Pirates","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.",
https://gumgum.gg/decklists/deck/west/op11/a1c1e515-115d-4878-8db5-edc769f2fde6,OP11  UP Monkey D. Luffy Decklist,2,OP05-067,OP05-067,569105,Zoro-Juurou,Rare,Character,../images/cardlist/card/OP05-067.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-067.png?250530,Purple,3.0,Slash,4000.0,1000.0,Straw Hat Crew,"[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",
https://gumgum.gg/decklists/deck/west/op11/a1c1e515-115d-4878-8db5-edc769f2fde6,OP11  UP Monkey D. Luffy Decklist,4,EB01-061,EB01-061,569201,Mr.2.Bon.Kurei(Bentham),SecretRare,Character,../images/cardlist/card/EB01-061.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-061.png?250530,Purple,4.0,Special,1000.0,1000.0,Former Baroque Works,[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active.<br>[When Attacking] Select up to 1 of your opponent's Characters. This Character's base power becomes the same as the selected Character's power during this turn.,
https://gumgum.gg/decklists/deck/west/op11/a1c1e515-115d-4878-8db5-edc769f2fde6,OP11  UP Monkey D. Luffy Decklist,2,OP06-047,OP06-047,569106,Charlotte Pudding,Rare,Character,../images/cardlist/card/OP06-047.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-047.png?250530,Blue,4.0,Wisdom,4000.0,1000.0,Big Mom Pirates,"[On Play] Your opponent returns all cards in their hand to their deck and shuffles their deck. Then, your opponent draws 5 cards.",
